customer_id,baseline_sessions_30d,tenure_months,digital_transaction_share,support_tickets_90d,estimated_cate,aipw_pseudo_outcome,effect_decile,engagement_band,tenure_band
2694,4.4,25.1,0.67,1,0.166891752875883,0.6601466074515064,9,low,established
2695,5.4,7.6,0.533,1,0.16527838144087761,-1.098332321254084,9,low,new
2696,16.2,13.0,0.831,0,0.06360755481665413,1.2358416825696643,6,high,new
2697,2.8,26.9,0.669,1,0.04343433925845284,0.6914353014691931,5,low,established
2698,12.8,34.9,0.769,1,0.05111654683132549,1.0647582831827203,5,high,established
2699,7.8,58.7,0.431,1,-0.017336773897351665,-2.4334880149111773,3,medium,long_tenure
2700,8.0,28.6,0.634,1,-0.03745058583427183,0.7234241229060907,2,medium,established
2701,11.8,41.5,0.656,2,0.007042294053075551,0.7646392742339004,4,medium,established
2702,8.1,28.6,0.384,2,-0.027290687496366324,0.47025895384039645,3,medium,established
2703,7.0,75.8,0.491,0,0.07158988622830673,1.592466327046328,6,medium,long_tenure
2704,3.3,36.4,0.491,3,0.09882842863532429,0.31214869537289186,7,low,established
2705,7.8,47.6,0.494,4,0.0742801851744267,0.4253276614830168,6,medium,established
2706,8.8,67.5,0.56,1,-0.03778675960441158,-0.6582339345693063,2,medium,long_tenure
2707,7.4,50.3,0.646,0,0.0870715397255109,1.8319398306812176,7,medium,long_tenure
2708,22.1,8.6,0.99,1,0.00027404807775300373,-1.4337702836715183,3,high,new
2709,13.8,41.5,0.916,0,0.0740976592757596,-0.32489049915716534,6,high,established
2710,10.8,40.2,0.573,0,0.1650417120758258,0.5744168667568165,9,medium,established
2711,6.0,38.1,0.529,1,0.00613861159746077,-1.1123654236432965,4,low,established
2712,15.1,12.2,0.838,0,0.027181588905816127,-0.5365521980752489,4,high,new
2713,13.2,26.1,0.655,0,0.1150973906584425,-0.6907695644961552,8,high,established
2714,16.7,33.1,0.596,3,0.1024594891845121,1.3329560921859205,7,high,established
2715,10.2,9.0,0.422,1,0.14093814820637146,-0.6918549619536718,9,medium,new
2716,16.7,14.0,0.99,0,-0.07408965094340605,-0.6868958068341464,1,high,new
2717,5.9,36.3,0.642,0,-0.01641770678848082,-0.5210244542186093,3,low,established
2718,4.1,19.9,0.519,1,-0.011228575924073815,-0.8248087659031833,3,low,established
2719,12.9,6.2,0.99,0,-0.07023201146918717,-1.3560332370964785,2,high,new
2720,9.0,28.4,0.742,1,0.07443971327818379,-0.7272985417905384,6,medium,established
2721,9.8,97.1,0.66,1,0.08606765003442654,-0.7719853538978942,7,medium,long_tenure
2722,2.6,42.6,0.46,1,-0.01666682888067133,-0.8654053112257194,3,low,established
2723,0.0,44.7,0.636,0,0.057113855312292766,2.2047399736915128,6,low,established
2724,8.7,68.7,0.612,1,-0.04526401030939693,-0.6503972678064571,2,medium,long_tenure
2725,14.6,25.6,0.727,0,0.019105567757950435,0.9488616899645962,4,high,established
2726,2.5,17.9,0.559,1,0.20619024912523048,0.530791563362274,10,low,new
2727,2.4,24.1,0.388,0,0.09096333909060723,0.611610684023337,7,low,established
2728,17.1,19.3,0.851,2,0.12055505594983293,-0.7242953069212972,8,high,established
2729,6.9,45.8,0.58,2,-0.12973759247113478,-1.194048025770976,1,medium,established
2730,7.0,9.6,0.283,2,0.12226916766932068,0.5241599967187773,8,medium,new
2731,18.6,18.1,0.891,0,-0.014481252151039877,1.351874091998227,3,high,established
2732,15.3,17.2,0.957,1,0.08185032839387159,-0.8447286507394577,7,high,new
2733,7.6,22.5,0.512,2,-0.07564184712338902,-1.0880571941213704,1,medium,established
2734,8.3,52.5,0.754,1,0.08547230959212623,-0.6698316670552584,7,medium,long_tenure
2735,15.6,14.9,0.859,0,-0.020517431928256117,-0.5461810956259214,3,high,new
2736,3.3,72.6,0.471,0,-0.0365343615852215,0.6105878575594152,2,low,long_tenure
2737,21.2,15.1,0.99,1,0.0858951436661104,1.7061369051549116,7,high,new
2738,10.9,50.5,0.612,3,-0.049473214471394265,1.6420795112829532,2,medium,long_tenure
2739,7.7,22.7,0.685,2,0.06691967995142836,0.7394828447973825,6,medium,established
2740,3.8,33.3,0.688,3,0.1216259639549044,0.5268197332175866,8,low,established
2741,15.5,11.7,0.796,0,0.012864629180242027,0.7610931445777694,4,high,new
2742,2.9,29.1,0.373,2,-0.04545024110910214,0.35420738196469426,2,low,established
2743,15.8,6.6,0.99,0,0.014800744846719413,-0.5466191116203183,4,high,new
2744,0.0,45.1,0.632,0,0.053905855092369434,0.5172485770574657,5,low,established
2745,6.7,41.7,0.647,0,-0.04429915846052921,-0.5341658284819973,2,medium,established
2746,3.4,42.6,0.361,0,0.1534180540571534,-0.8692386088738254,9,low,established
2747,15.5,17.1,0.99,1,0.03584909612895947,1.4112904858062447,5,high,new
2748,15.4,22.6,0.831,0,0.06264930864940668,-0.34431765324138514,6,high,established
2749,8.1,78.0,0.676,0,-0.07947306545374772,1.2952308651074023,1,medium,long_tenure
2750,20.1,26.3,0.853,0,0.16562523748469984,-0.23215939340176595,9,high,established
2751,14.6,7.2,0.93,1,0.10344636932130842,-1.360643919072694,8,high,new
2752,2.0,29.2,0.326,1,0.03255333487805639,0.41644625039806343,5,low,established
2753,0.0,44.4,0.389,3,0.09275218887993739,-1.0220137894718873,7,low,established
2754,14.6,5.4,0.831,0,0.12895821528041765,0.8544127116796991,8,high,new
2755,0.7,47.4,0.503,2,0.0006980035956632495,0.38158208311359554,3,low,established
2756,7.1,26.6,0.448,3,0.0634250706162284,1.7239310959764993,6,medium,established
2757,4.2,16.8,0.527,2,0.14198482920408365,0.5905675395998955,9,low,new
2758,11.5,20.3,0.499,2,-0.05085510634603252,-1.436564436108056,2,medium,established
2759,13.0,28.3,0.567,2,-0.03330241267896054,-0.7549793165545924,2,high,established
2760,6.7,7.5,0.659,5,0.27076524423706194,0.44913813656824614,10,medium,new
2761,8.1,26.0,0.684,0,0.021332492698645972,0.6526626611390309,4,medium,established
2762,8.1,18.8,0.271,0,0.10428040014900473,0.5180867920796985,8,medium,established
2763,16.5,3.1,0.935,0,-0.003114406444357248,-1.2947004963261826,3,high,new
2764,9.4,71.0,0.551,0,-0.13702091654931647,0.9683000942331418,1,medium,long_tenure
2765,18.8,13.4,0.99,0,-0.0393912960977827,1.4730735614060022,2,high,new
2766,6.9,14.4,0.635,2,0.10023613976361108,0.46576041372345056,7,medium,new
2767,9.1,58.1,0.353,1,-0.1515319397499818,-2.3118530444852854,1,medium,long_tenure
2768,12.8,35.3,0.518,3,-0.04581585344624837,-1.1986414180217686,2,high,established
2769,4.3,22.9,0.459,1,0.06797637876150145,0.427155446606984,6,low,established
2770,5.9,13.6,0.43,0,-0.021131703520673263,0.4842988686107893,3,low,new
2771,15.5,17.5,0.99,0,0.055946690990796466,1.4847411086937372,6,high,new
2772,7.3,21.4,0.439,0,-0.02698091042552254,0.40250248058030724,3,medium,established
2773,2.6,8.3,0.372,2,0.08123924813151924,0.40945524027983315,7,low,new
2774,11.5,12.5,0.788,1,0.05080767201750583,-0.9219843173827689,5,medium,new
2775,6.3,29.0,0.299,1,-0.01579639689246507,0.45697988966099945,3,medium,established
2776,5.2,68.9,0.558,0,0.07268772470766603,-0.6100876979406,6,low,long_tenure
2777,6.0,28.2,0.528,3,0.1723751011624304,0.3406143769641772,9,low,established
2778,11.4,70.1,0.682,1,-0.15948207658406705,0.9086932423762255,1,medium,long_tenure
2779,18.6,4.2,0.883,1,0.11155285363036446,1.502611996433132,8,high,new
2780,15.1,4.6,0.828,0,-0.01892822067679143,-0.34579638910000404,3,high,new
2781,7.8,13.0,0.789,0,0.12180405683339252,-0.3578816301164812,8,medium,new
2782,17.4,34.0,0.823,0,0.027631840143740125,1.18049649102013,4,high,established
2783,10.8,33.0,0.528,2,-0.011719594384388842,1.5032262777176018,3,medium,established
2784,9.4,58.7,0.558,0,0.20951500585421431,0.7392945469338881,10,medium,long_tenure
2785,17.3,34.5,0.974,0,0.058620004944459216,0.938735476221839,6,high,established
2786,8.5,27.6,0.74,2,0.07248616362574017,1.7209290374439818,6,medium,established
2787,7.9,57.8,0.461,4,-0.06353019108079996,0.4391467723525486,2,medium,long_tenure
2788,6.0,24.9,0.713,2,-0.021210776909277092,-0.5332588681769158,3,low,established
2789,2.6,9.9,0.506,0,0.15214385758880347,0.4707190091912895,9,low,new
2790,8.9,60.0,0.66,0,0.11287481617439868,-0.5972065199773323,8,medium,long_tenure
2791,5.4,19.0,0.598,1,0.02536455720593875,0.5252662301319536,4,low,established
2792,18.1,6.3,0.881,1,-0.08234493637706909,0.6308953223355745,1,high,new
2793,0.7,53.2,0.474,2,-0.11846094085415887,0.36239276726652325,1,low,long_tenure
2794,0.0,25.8,0.444,0,0.0550334467235562,0.45814151459169017,6,low,established
2795,3.5,27.6,0.435,1,0.19124729525500125,-0.6251881785015921,10,low,established
2796,6.2,25.5,0.64,2,-0.03657974698335839,0.49097918227840287,2,medium,established
2797,9.5,24.1,0.595,3,-0.08072858931490254,0.39466425048325005,1,medium,established
2798,4.5,74.3,0.691,0,0.1661941686404357,0.7431635111486473,9,low,long_tenure
2799,12.2,10.9,0.516,4,0.11015129944024898,0.4264000085429484,8,high,new
2800,2.3,8.3,0.36,0,0.07210571607110793,-0.9453845805768561,6,low,new
2801,8.8,19.0,0.356,2,0.028677739490666904,-0.8150636638012665,4,medium,established
2802,9.4,78.2,0.6,1,0.07786569443128613,1.2778810038318746,6,medium,long_tenure
2803,13.2,11.5,0.99,0,0.03278973235044629,0.8769064137480039,5,high,new
2804,14.7,36.0,0.539,3,0.0017092184592734075,0.7192934136338798,3,high,established
2805,16.7,16.3,0.972,0,0.06158579483082055,0.5532878837532285,6,high,new
2806,16.4,31.6,0.929,0,0.07267992188603035,-0.4359147351093388,6,high,established
2807,7.8,43.0,0.591,1,0.05567806585603691,0.7224816984687601,6,medium,established
2808,5.8,30.8,0.574,0,0.1598207112703203,-0.7187560473296712,9,low,established
2809,17.4,13.6,0.981,1,-0.04271565093955611,0.4764037282854051,2,high,new
2810,13.7,27.1,0.9,1,0.15900489604714743,1.009130059288092,9,high,established
2811,15.4,6.2,0.891,0,-0.12560016565602863,-0.6032903553334434,1,high,new
2812,4.8,22.3,0.44,1,0.024357027935392194,-1.0841527903813089,4,low,established
2813,10.6,29.8,0.422,1,0.0493730790177677,0.28417719581723455,5,medium,established
2814,17.6,4.0,0.809,0,0.08235130002505346,-0.34455288639477966,7,high,new
2815,16.4,1.0,0.951,0,0.02476735932344194,-0.6050083127315201,4,high,new
2816,7.5,24.0,0.416,1,0.011375045579007611,-1.0036926556520815,4,medium,established
2817,14.4,17.6,0.818,0,-0.015920788165372523,1.0604508657547058,3,high,new
2818,5.8,21.9,0.547,2,-0.11088111026862807,-0.7873055346638353,1,low,established
2819,9.6,58.0,0.959,0,-0.012912446483026516,0.8650876253920021,3,medium,long_tenure
2820,2.8,1.0,0.504,2,0.10874604641704776,0.3437421501641401,8,low,new
2821,15.5,11.6,0.99,0,-0.06764849250161148,0.9476271259756328,2,high,new
2822,9.6,43.3,0.501,1,-0.04609700896317593,-1.1781528325221602,2,medium,established
2823,16.0,24.5,0.94,1,0.11400130870926047,-0.7605507097912193,8,high,established
2824,4.5,21.0,0.236,0,0.14203301774849683,-0.7055242348220165,9,low,established
2825,2.1,24.9,0.394,0,-0.003172772451859564,0.390749037851748,3,low,established
2826,5.2,12.1,0.486,1,0.22198621061840276,0.4558589133487546,10,low,new
2827,7.2,81.5,0.484,1,0.08392820092482335,-0.8230694402853755,7,medium,long_tenure
2828,15.8,40.8,0.943,2,0.18762341554560494,1.0119521607040802,10,high,established
2829,7.6,24.0,0.482,2,-0.04372112800494387,0.401180061922087,2,medium,established
2830,5.9,53.1,0.364,1,-0.008556093765267208,-0.8144328731287714,3,low,long_tenure
2831,14.5,7.8,0.808,1,-0.048309005273769814,0.8406464509782887,2,high,new
2832,7.6,47.0,0.561,1,-0.08664448062224883,0.5967585947822446,1,medium,established
2833,12.3,53.5,0.602,1,-0.14303418430090023,-1.1575863684198557,1,high,long_tenure
2834,3.7,19.4,0.395,1,0.19251311024567924,-0.6728963910564244,10,low,established
2835,9.1,58.7,0.646,3,-0.009904286795885552,-0.7907707682799374,3,medium,long_tenure
2836,10.8,27.6,0.531,1,-0.10565567787933541,-0.7112150269364206,1,medium,established
2837,9.6,20.7,0.766,1,0.08909544815949713,0.6085744114311029,7,medium,established
2838,15.0,5.2,0.99,0,-0.08719415451027242,-1.111813997166498,1,high,new
2839,6.0,75.7,0.666,1,0.18422844792983104,0.71524208849679,10,low,long_tenure
2840,16.0,28.0,0.862,1,0.12011297875585555,0.499001580748837,8,high,established
2841,6.3,16.2,0.371,0,0.19913002783746514,1.9440022057659565,10,medium,new
2842,11.6,39.5,0.675,0,0.003275886062748263,-0.4901188314459832,3,medium,established
2843,4.0,48.5,0.694,0,0.22925913261829634,0.6200249212446668,10,low,long_tenure
2844,20.8,36.7,0.878,1,0.013137557398765043,-0.6177613791582486,4,high,established
2845,15.2,24.3,0.857,0,0.11578302965379166,-1.9824901838473055,8,high,established
2846,11.5,31.8,0.629,3,-0.001806019328746945,0.36706998803042146,3,medium,established
2847,14.0,38.4,0.908,1,0.052118067275877526,0.7226304723887684,5,high,established
2848,11.7,39.5,0.837,1,0.11533540004355772,-0.4554144642300344,8,medium,established
2849,1.0,21.6,0.442,0,0.005903947256680685,0.4387787608720292,4,low,established
2850,7.1,61.8,0.573,0,0.043833847923009324,-0.5723583623412344,5,medium,long_tenure
2851,9.4,55.0,0.557,0,-0.0018406176791338255,-0.603747141830739,3,medium,long_tenure
2852,8.1,58.6,0.639,0,0.021096126781246394,-0.5241132903012631,4,medium,long_tenure
2853,3.8,4.2,0.367,0,0.1735736106767227,1.899640929567076,10,low,new
2854,11.0,44.1,0.559,0,0.07325011454056485,-0.6215206686869286,6,medium,established
2855,4.5,1.3,0.545,0,0.12480080553223218,-0.6706483007030206,8,low,new
2856,5.3,35.0,0.387,0,-0.006925627983423978,0.5402218850088727,3,low,established
2857,17.4,12.3,0.793,3,0.06004597034611308,0.6082991816349204,6,high,new
2858,8.0,85.4,0.709,0,0.004546316760744459,-0.6178119250613467,3,medium,long_tenure
2859,2.6,13.2,0.34,2,0.09868046051965947,0.35902469956173844,7,low,new
2860,9.3,82.8,0.768,0,0.017594686843923152,1.4518826674783467,4,medium,long_tenure
2861,10.0,57.6,0.561,0,0.08989890642127252,-2.6422864176640974,7,medium,long_tenure
2862,9.8,12.2,0.807,1,0.1877288134185393,-1.029334502823053,10,medium,new
2863,8.4,77.4,0.665,1,0.13396366015149688,0.8431347413001286,9,medium,long_tenure
2864,20.0,32.8,0.96,0,0.1751250574151084,-0.38229448553939605,10,high,established
2865,11.7,51.1,0.643,1,-0.06912037188797698,0.9009938431510504,2,medium,long_tenure
2866,15.7,12.0,0.929,0,0.30460859844430055,0.5176485853281889,10,high,new
2867,6.3,51.1,0.615,1,0.18324280258756998,-0.7991822283387469,10,medium,long_tenure
2868,10.2,29.6,0.488,1,-0.16987404870569134,-1.1097278101165529,1,medium,established
2869,2.7,23.3,0.467,0,-0.09391028052109053,2.4823612343071404,1,low,established
2870,18.4,11.8,0.99,0,0.18991843686770718,-1.693301357961449,10,high,new
2871,10.1,9.2,0.459,2,0.04266781635307055,0.43739363418363636,5,medium,new
2872,15.2,55.0,0.809,0,-0.09766003504173829,-0.39404369770279973,1,high,long_tenure
2873,20.0,24.4,0.966,0,-0.08290981843512676,-0.38164550210316234,1,high,established
2874,13.1,13.5,0.852,0,0.09897478752264063,0.9823498511972364,7,high,new
2875,14.6,12.1,0.85,1,0.17847641677365156,-0.5270840945511636,10,high,new
2876,10.8,4.8,0.99,0,-0.01967876924968402,0.828709415419262,3,medium,new
2877,10.2,8.7,0.99,0,-0.1314751479564463,0.855873535116165,1,medium,new
2878,8.3,78.9,0.765,1,-0.02102319256726546,-1.83963326948954,3,medium,long_tenure
2879,5.8,17.3,0.562,0,0.21436539603288476,-1.2687457892741483,10,low,new
2880,20.4,24.6,0.961,0,0.1328661418018145,-0.3849867321687688,9,high,established
2881,19.1,16.6,0.938,0,0.1167230228697332,0.39667999892329814,8,high,new
2882,15.3,18.9,0.881,0,0.07430403769114677,-0.3577636963730543,6,high,established
2883,8.1,22.2,0.602,1,-0.128995856721504,1.7904682977680524,1,medium,established
2884,12.0,57.8,0.762,0,0.010813683755429633,-0.41993837531724665,4,medium,long_tenure
2885,13.6,30.9,0.766,1,-0.010485596555242676,0.8146525796600627,3,high,established
2886,13.5,9.8,0.872,2,0.13758849169211962,1.3492854248766681,9,high,new
2887,13.1,20.0,0.756,0,0.1264684591198943,-1.7520414425934363,8,high,established
2888,3.7,27.5,0.611,0,0.06516644420677169,-1.44319846397891,6,low,established
2889,17.2,42.1,0.99,1,-0.043788640503525225,-0.46229581584947343,2,high,established
2890,14.6,19.3,0.944,0,0.0575771557899665,1.0596504246729541,6,high,established
2891,17.2,1.0,0.99,1,-0.027463027468077345,1.1445587250489202,2,high,new
2892,9.8,36.0,0.466,0,0.19558816373030496,1.6950111913970263,10,medium,established
2893,5.2,28.6,0.49,1,0.061238024974045936,0.2596482586745753,6,low,established
2894,7.8,55.1,0.446,0,0.016827780182520295,0.5615924395998664,4,medium,long_tenure
2895,0.8,39.7,0.285,2,-0.04033009857831569,0.26463825556057463,2,low,established
2896,13.7,9.9,0.901,0,0.22661289068943827,-0.6307978621455231,10,high,new
2897,3.7,30.7,0.379,2,-0.0837554628734705,0.27493218571641126,1,low,established
2898,14.0,8.9,0.836,1,0.02964206944985477,-0.4987805079561973,4,high,new
2899,10.4,31.0,0.578,2,0.027738650837465628,0.6995918913824271,4,medium,established
2900,8.4,70.1,0.734,0,-0.06593671878485333,0.8969657273327729,2,medium,long_tenure
2901,8.8,75.4,0.58,2,0.03980238616656143,-0.7806529883981029,5,medium,long_tenure
2902,3.7,32.7,0.351,2,-0.10948408064300262,2.4138878327039373,1,low,established
2903,15.4,16.9,0.847,0,0.0437951523179274,1.1421366313527728,5,high,new
2904,3.6,51.8,0.531,1,-0.02252050902282351,-0.9165771431530223,3,low,long_tenure
2905,7.3,57.6,0.632,0,0.05372818579653084,-0.5724875403134922,5,medium,long_tenure
2906,10.1,11.7,0.621,4,0.10639529312072085,-0.37546695904795535,8,medium,new
2907,0.0,5.0,0.601,1,0.07673082484599471,0.4381538655919188,6,low,new
2908,16.8,33.7,0.99,0,0.0980052580418952,-0.5069900416797415,7,high,established
2909,2.2,21.1,0.5,0,0.05794156164355011,0.5165950762662452,6,low,established
2910,8.1,32.9,0.65,2,0.08778297890845911,0.6169868254633301,7,medium,established
2911,4.8,24.5,0.46,3,-0.0879956406622858,-1.4181851076724075,1,low,established
2912,15.0,10.6,0.941,2,-0.006951900403450916,-0.8325243027712126,3,high,new
2913,9.8,21.6,0.597,2,0.06810704028944758,-0.5142826898834343,6,medium,established
2914,10.2,36.7,0.688,3,0.005564483403594822,-0.8205879932696374,3,medium,established
2915,4.8,60.8,0.597,1,0.11923961678408586,-1.58128016959478,8,low,long_tenure
2916,17.1,21.2,0.922,0,0.06766831745006693,0.9357191084788408,6,high,established
2917,19.1,20.1,0.967,1,-0.07944146944680358,0.7092144939853722,1,high,established
2918,3.2,16.9,0.639,0,0.18521733337106389,2.067692288988282,10,low,new
2919,16.0,1.0,0.99,2,0.08719564308937755,-1.1131187748209395,7,high,new
2920,3.4,12.5,0.729,1,0.21295184767902348,-1.0308879271448372,10,low,new
2921,2.1,58.3,0.51,2,-0.07584566780273626,0.36277775989035765,1,low,long_tenure
2922,16.7,33.7,0.853,0,0.10946355095692858,1.32182639255577,8,high,established
2923,18.6,32.1,0.98,0,-0.04674923192174473,1.4700509195863192,2,high,established
2924,7.4,22.9,0.505,1,0.014038087162386349,-0.9793065309243973,4,medium,established
2925,23.2,16.1,0.877,1,0.11135790121555843,1.8906593699927297,8,high,new
2926,9.8,21.2,0.786,1,-0.05660310473582976,0.7087821888951081,2,medium,established
2927,5.6,15.3,0.649,5,0.14796296352141808,-0.3049752441072818,9,low,new
2928,12.5,23.9,0.615,1,-0.09766019043263033,0.5824028345781831,1,high,established
2929,4.6,77.9,0.679,0,0.15687297507798437,-0.5220382150495378,9,low,long_tenure
2930,9.9,41.1,0.58,3,-0.006534551880523063,-0.8811716702596022,3,medium,established
2931,6.5,19.4,0.353,1,-0.016191182885408884,0.36171459343296786,3,medium,established
2932,12.3,12.2,0.761,0,0.15603564397777833,0.8593774826064341,9,high,new
2933,11.6,40.0,0.658,1,-0.012519740255648365,1.3579131257591488,3,medium,established
2934,3.8,15.1,0.329,1,0.1439201972016302,0.4479877786326331,9,low,new
2935,13.7,32.0,0.578,2,0.10890065467315796,-1.3074306502758566,8,high,established
2936,5.3,66.8,0.505,0,-0.01272718627538922,2.020148068851633,3,low,long_tenure
2937,3.8,66.7,0.561,0,0.023519286213982884,0.5976301276112861,4,low,long_tenure
2938,14.7,19.0,0.9,0,-0.07015364004287718,-0.651422822576273,2,high,established
2939,23.8,8.2,0.99,0,-0.023313040995802354,0.34903861236271094,3,high,new
2940,18.3,9.4,0.99,1,0.11416841154074357,-0.6136634940129777,8,high,new
2941,6.0,8.4,0.349,1,0.12525476391527568,0.47328260995541027,8,low,new
2942,17.6,1.0,0.934,1,0.12439614191722524,0.9940553972257214,8,high,new
2943,3.2,20.6,0.273,0,0.05272561464750645,0.4476283902230898,5,low,established
2944,23.4,25.8,0.906,0,0.0481617542921259,-0.43364389416705273,5,high,established
2945,17.2,1.0,0.99,1,0.09741117972295701,-0.7988175738478492,7,high,new
2946,9.0,65.3,0.633,1,0.137503034551869,-0.6481054232041166,9,medium,long_tenure
2947,10.7,71.4,0.785,2,-0.09134419394716009,1.156009304309358,1,medium,long_tenure
2948,1.1,1.0,0.522,2,0.12115241349203117,-0.899440669282438,8,low,new
2949,2.1,18.8,0.457,0,0.011761769634233058,-1.2252721629798533,4,low,established
2950,3.8,41.8,0.403,2,0.05871508430542747,-0.9333874754398097,6,low,established
2951,18.7,22.6,0.841,0,0.05627289179422704,-0.3411295265057668,6,high,established
2952,1.0,1.0,0.27,1,0.1416591236037821,0.4147436149895005,9,low,new
2953,15.8,23.9,0.758,0,-0.05463102209342658,-1.1365023902732874,2,high,established
2954,3.9,13.0,0.539,0,0.23081063109895983,-0.8804089209675579,10,low,new
2955,3.7,70.3,0.807,1,0.10603409141518673,0.6760912700135648,8,low,long_tenure
2956,6.6,53.7,0.521,2,0.10797149476751788,0.6041832475983908,8,medium,long_tenure
2957,17.5,15.4,0.908,1,0.16468607810607408,-0.3649655671959284,9,high,new
2958,12.0,9.5,0.727,1,0.08972336846902566,1.113191953601238,7,medium,new
2959,19.8,16.0,0.793,0,0.09026556786628884,-0.309188200444337,7,high,new
2960,5.8,15.2,0.459,0,0.11637422993530057,0.35036132365700656,8,low,new
2961,5.4,19.3,0.373,0,0.027946269515727064,-0.8808971805614758,4,low,established
2962,4.5,7.9,0.219,0,0.1585432731251803,0.42408689821925305,9,low,new
2963,13.1,21.9,0.99,0,-0.03767980351125015,-0.6238762572882509,2,high,established
2964,7.2,33.1,0.585,7,0.12760768976448966,-0.2617138034825407,8,medium,established
2965,17.0,1.0,0.779,0,-0.016724818115242915,0.8807299700171041,3,high,new
2966,7.2,42.9,0.604,1,0.12311288619854711,-0.9070351206280729,8,medium,established
2967,8.5,59.9,0.631,0,-0.0688275120167638,-0.5640375688370174,2,medium,long_tenure
2968,13.6,17.9,0.946,0,0.08588702389857171,1.2677030395100393,7,high,new
2969,10.2,40.2,0.553,3,0.07813196247660735,-0.30601707549409873,6,medium,established
2970,17.4,19.9,0.935,1,0.13738322794495475,-0.41392227041027885,9,high,established
2971,3.6,76.0,0.744,1,0.1579782790377719,0.7325501954571697,9,low,long_tenure
2972,9.2,27.5,0.445,0,-0.10155856590787438,0.5575380989807656,1,medium,established
2973,11.9,28.4,0.824,1,0.1751404534843915,-0.4563326312967506,10,medium,established
2974,0.0,23.5,0.522,1,-0.09530054468511988,0.38099810973765713,1,low,established
2975,6.4,68.1,0.579,0,-0.04576563477286843,-0.6518787856888227,2,medium,long_tenure
2976,12.1,26.8,0.421,0,0.07753066634846527,-0.6842490184015562,6,high,established
2977,11.1,45.9,0.538,3,0.03713166382171771,1.7687631539953657,5,medium,established
2978,12.8,39.7,0.545,2,-0.011808089497676266,-0.8904066057676021,3,high,established
2979,10.6,25.7,0.536,3,0.00789894774827336,0.3012096009941179,4,medium,established
2980,5.1,14.3,0.292,0,0.15850820190515488,0.5325712509568665,9,low,new
2981,11.4,30.4,0.641,6,-0.026929722988197083,-0.3996227429502878,3,medium,established
2982,14.3,6.9,0.99,0,-0.09343034355822298,-0.6367173053324054,1,high,new
2983,17.3,3.4,0.881,2,0.07920064466739539,0.3463444956660669,7,high,new
2984,12.2,5.5,0.694,4,0.16370152125170498,0.6065376359864659,9,high,new
2985,17.9,1.0,0.846,2,-0.003205683739422298,-1.2133896565040325,3,high,new
2986,19.4,39.8,0.839,1,0.11955960456082615,-0.4627870948549777,8,high,established
2987,16.5,8.1,0.945,1,0.18398044927318102,-1.0232562797821387,10,high,new
2988,13.6,53.8,0.637,4,0.001874319668510883,-0.5933901222487851,3,high,long_tenure
2989,15.4,20.8,0.888,1,0.037661898779405796,-0.3020945597017284,5,high,established
2990,14.7,30.4,0.664,3,0.02099021349256342,-0.41490141270993325,4,high,established
2991,6.0,4.0,0.288,1,0.22864746059653063,-1.0342195316362106,10,low,new
2992,3.5,22.1,0.397,2,0.0698404387808607,-1.2634437575980004,6,low,established
2993,4.8,84.7,0.746,0,-0.12467952977607213,-0.4921534025618774,1,low,long_tenure
2994,6.8,49.7,0.696,5,0.1596163391298851,-1.5892767507493932,9,medium,long_tenure
2995,6.4,34.3,0.682,2,0.20357051513477523,0.7269603118019832,10,medium,established
2996,7.8,48.2,0.752,1,0.042338549339274105,0.8877584078932818,5,medium,long_tenure
2997,5.6,19.5,0.549,3,0.07921811566631011,0.33920469723856794,7,low,established
2998,19.5,5.8,0.712,0,0.14575624520557903,0.6797392582515409,9,high,new
2999,4.8,37.3,0.402,0,0.23381302526515146,0.640157814729728,10,low,established
3000,16.2,35.6,0.97,0,-0.10684661484076306,-1.6819218558137035,1,high,established
3001,1.4,24.4,0.518,1,-0.029898342385681006,-0.8366814304618423,2,low,established
3002,6.9,27.4,0.532,1,-0.008356641340240006,-0.9378862974420981,3,medium,established
3003,10.0,34.6,0.794,0,0.06085510361131882,-0.4031047972354381,6,medium,established
3004,8.9,10.3,0.334,0,0.08276592815308911,1.5434881219239527,7,medium,new
3005,12.2,16.6,0.84,0,0.019799435111364824,-0.3872620877893454,4,high,new
3006,0.9,27.6,0.221,1,-0.08970924353691793,0.21270045675671304,1,low,established
3007,12.8,20.6,0.532,1,0.055655915456424634,-0.6405019388479933,6,high,established
3008,17.0,8.4,0.905,1,0.20150155101143655,0.7863966267573678,10,high,new
3009,16.3,7.4,0.889,2,0.07175345880341813,-0.7940204036765182,6,high,new
3010,5.4,39.0,0.394,0,0.0026710473287858607,0.34442662209176933,3,low,established
3011,18.6,39.0,0.824,2,0.02432347520028936,1.3108681020295276,4,high,established
3012,4.8,23.4,0.367,2,-0.028097330857394964,-0.5476231295724963,2,low,established
3013,0.3,18.8,0.369,1,0.07239952144506166,0.33795822170112777,6,low,established
3014,11.0,23.8,0.668,4,0.10583890494742974,0.3710615811678382,8,medium,established
3015,17.1,16.0,0.9,0,0.27576403622306184,0.6490447564616001,10,high,new
3016,12.2,24.4,0.938,0,0.010482810062958623,-0.9116170702721671,4,high,established
3017,1.1,20.8,0.393,1,-0.17530655535686449,0.2420493748342513,1,low,established
3018,14.0,21.0,0.948,2,0.053233356568893934,1.2749197670287482,5,high,established
