customer_id,age,tenure_months,annual_income,avg_balance,baseline_sessions_30d,digital_transaction_share,support_tickets_90d,product_count,prior_nps,missed_payment_flag,metro_flag,treated,true_propensity,true_retention_effect,pre_avg_active_days,post_avg_active_days,post_sessions_total,retained_30d,churned_30d
2287,40,14.6,53772.0,2570.84,8.5,0.191,1,1,-14.0,0,0,0,0.32836,0.06,0.938,0.809,25.87,0,1
2288,40,22.1,80809.0,2044.31,9.2,0.356,1,1,-1.0,0,1,0,0.30457,0.03,1.438,1.393,40.56,0,1
2289,30,18.8,89153.0,3708.18,13.6,0.83,0,2,28.0,0,1,0,0.34193,0.048,1.912,1.277,33.9,1,0
2290,19,6.6,89437.0,9915.16,12.2,0.933,1,3,30.0,0,0,0,0.48717,0.078,0.534,0.171,15.77,0,1
2291,48,20.9,54819.0,2895.84,6.8,0.343,1,1,-2.0,0,1,0,0.33152,0.075,1.894,1.738,39.59,0,1
2292,37,41.7,56276.0,26764.79,8.3,0.529,1,3,1.0,0,1,1,0.42084,0.03,0.754,0.952,22.68,1,0
2293,37,11.0,64058.0,5520.48,8.5,0.733,2,3,-2.0,0,1,0,0.46602,0.06,1.088,0.87,28.83,0,1
2294,47,61.9,84884.0,36852.98,5.0,0.867,0,4,36.0,0,0,0,0.28679,0.093,1.051,0.381,14.24,0,1
2295,26,4.6,64802.0,3395.21,17.6,0.799,0,3,67.0,1,0,1,0.44122,0.078,3.37,3.539,74.18,1,0
2296,40,3.4,51183.0,17330.94,17.1,0.99,2,2,100.0,1,0,1,0.44556,0.078,2.094,2.526,62.8,1,0
2297,45,25.1,40019.0,3371.71,4.1,0.473,0,1,20.0,0,1,0,0.34728,0.075,1.111,1.255,35.89,0,1
2298,32,9.5,78428.0,17945.28,12.3,0.709,0,2,61.0,0,1,0,0.38311,0.06,2.446,2.4,52.65,1,0
2299,28,1.4,87788.0,3424.63,19.3,0.813,0,2,49.0,0,0,0,0.56485,0.078,2.221,2.522,56.43,1,0
2300,39,37.9,58496.0,8097.37,5.2,0.097,1,1,22.0,0,0,0,0.19778,0.075,0.535,0.785,23.12,0,1
2301,36,33.0,51566.0,3239.16,7.5,0.466,3,2,-21.0,0,1,0,0.47632,0.05,1.19,0.564,19.57,0,1
2302,34,1.0,45684.0,5167.76,0.0,0.312,0,2,-41.0,0,1,1,0.27548,0.105,1.53,1.78,46.93,0,1
2303,51,44.3,126673.0,14482.25,8.2,0.655,2,4,-6.0,0,1,1,0.44846,0.03,0.572,0.657,18.4,0,1
2304,46,69.1,110526.0,40133.24,6.1,0.923,0,4,22.0,0,1,1,0.30907,0.093,1.061,0.914,27.1,0,1
2305,51,58.6,135679.0,15971.53,8.1,0.815,0,4,60.0,0,0,0,0.26392,0.048,1.987,1.96,44.62,1,0
2306,50,80.0,91509.0,37820.4,10.5,0.556,0,5,39.0,0,1,1,0.27344,0.03,1.745,2.247,50.08,1,0
2307,42,38.4,87010.0,2981.68,10.0,0.479,1,3,-15.0,0,0,1,0.34766,0.03,1.27,1.37,37.25,1,0
2308,45,65.6,118410.0,30101.71,8.0,0.782,1,4,45.0,0,1,0,0.34575,0.048,3.261,2.447,53.49,0,1
2309,43,18.7,79699.0,16306.92,9.0,0.479,4,1,-1.0,0,1,1,0.43849,0.005,0.601,0.484,19.73,0,1
2310,29,27.9,74970.0,4282.44,0.3,0.539,0,1,-16.0,0,1,0,0.2209,0.075,0.711,0.599,17.47,0,1
2311,31,6.7,64461.0,1345.2,2.1,0.731,1,2,19.0,0,1,0,0.3108,0.105,1.476,1.151,31.49,0,1
2312,25,31.7,94302.0,1310.13,19.0,0.974,1,2,60.0,0,1,0,0.52292,0.048,1.977,2.274,52.29,1,0
2313,41,67.1,78985.0,44201.11,6.6,0.77,0,3,74.0,1,1,1,0.28167,0.093,1.675,1.414,34.85,1,0
2314,36,6.1,66531.0,12576.83,19.1,0.99,0,2,42.0,0,1,0,0.48244,0.078,2.452,2.234,46.22,0,1
2315,42,71.7,185877.0,17101.58,10.2,0.579,0,3,66.0,0,0,0,0.29707,0.03,2.46,1.637,36.5,0,1
2316,24,42.9,87202.0,17591.05,18.4,0.932,1,3,36.0,0,1,1,0.51488,0.048,1.847,2.212,56.57,1,0
2317,38,13.4,125188.0,4481.05,16.9,0.795,0,2,88.0,0,1,0,0.37286,0.078,2.849,1.858,42.38,1,0
2318,31,28.6,93477.0,839.84,3.3,0.572,2,2,-1.0,1,1,0,0.3358,0.075,0.527,0.35,11.69,0,1
2319,48,56.8,149627.0,11601.84,7.6,0.521,0,4,46.0,0,0,0,0.24022,0.075,2.002,1.341,30.45,0,1
2320,28,23.0,55119.0,4948.47,6.2,0.507,0,1,15.0,0,0,0,0.25911,0.075,1.659,1.125,29.43,1,0
2321,35,1.0,58672.0,4895.4,10.3,0.99,0,2,72.0,0,1,0,0.33455,0.078,1.904,1.735,44.86,1,0
2322,35,16.0,66838.0,11793.18,19.4,0.846,2,3,70.0,0,1,1,0.56724,0.078,2.564,3.255,65.94,1,0
2323,54,62.5,123597.0,14686.88,6.6,0.561,0,4,14.0,0,0,1,0.30829,0.075,0.681,1.279,32.16,1,0
2324,33,37.6,64751.0,4860.29,15.8,0.881,0,3,38.0,0,0,0,0.40538,0.048,1.494,1.794,46.33,0,1
2325,30,1.0,59310.0,4519.82,15.8,0.802,0,2,84.0,0,0,0,0.40249,0.078,2.387,1.996,51.28,0,1
2326,31,18.6,65757.0,2733.69,4.4,0.447,1,2,12.0,0,1,0,0.26727,0.075,0.691,0.806,26.64,1,0
2327,23,31.5,120160.0,3509.18,12.5,0.799,1,2,59.0,0,1,0,0.33192,0.048,2.154,2.083,47.49,1,0
2328,38,13.1,97779.0,3554.89,16.4,0.807,0,2,24.0,0,0,0,0.49091,0.078,1.249,0.896,21.65,1,0
2329,43,28.9,65997.0,8961.71,10.6,0.65,2,2,-13.0,0,1,0,0.37718,0.03,0.613,0.669,19.07,1,0
2330,44,52.0,181461.0,38955.25,2.5,0.708,0,5,21.0,0,1,0,0.21685,0.075,0.589,0.223,14.21,0,1
2331,38,19.8,79064.0,9427.34,5.5,0.558,3,4,10.0,0,1,1,0.36617,0.05,0.425,0.363,11.67,0,1
2332,47,40.1,136492.0,70079.32,10.4,0.459,0,5,48.0,0,1,1,0.30175,0.03,1.861,2.36,56.59,1,0
2333,27,14.4,57380.0,1374.08,6.4,0.559,1,1,33.0,1,1,1,0.36431,0.105,1.024,0.877,22.78,0,1
2334,30,4.1,72006.0,1386.08,16.8,0.851,1,2,23.0,0,1,1,0.47933,0.078,1.68,1.709,43.25,0,1
2335,46,63.4,164522.0,61976.99,6.2,0.867,1,4,44.0,0,1,0,0.36607,0.093,2.569,2.198,49.52,1,0
2336,31,21.5,74767.0,4332.52,10.9,0.575,0,2,-8.0,0,1,0,0.45206,0.03,1.98,2.106,44.71,1,0
2337,25,16.2,48466.0,2344.22,1.3,0.445,1,1,-36.0,0,0,0,0.32384,0.105,0.194,0.0,11.0,0,1
2338,38,56.6,111889.0,21496.09,7.6,0.593,2,4,43.0,0,1,1,0.33005,0.075,1.232,1.135,24.15,1,0
2339,35,30.4,78199.0,5299.74,5.5,0.617,3,3,17.0,0,0,1,0.36369,0.05,0.484,0.84,19.19,0,1
2340,28,9.7,85325.0,1744.04,15.6,0.99,2,3,74.0,0,1,1,0.50316,0.078,2.391,2.117,50.53,1,0
2341,23,3.3,69839.0,3107.7,13.2,0.862,0,2,43.0,0,1,1,0.3493,0.078,1.087,1.459,38.37,1,0
2342,34,17.0,55985.0,6862.99,18.0,0.99,0,2,60.0,0,1,0,0.51168,0.078,1.268,1.909,50.98,1,0
2343,35,34.8,82706.0,2992.34,5.7,0.44,0,1,20.0,0,1,1,0.25298,0.075,1.366,1.123,29.38,0,1
2344,33,17.5,100600.0,6246.41,14.5,0.99,0,3,30.0,0,1,1,0.40262,0.078,1.919,2.528,50.96,0,1
2345,34,14.7,34500.0,2173.11,7.4,0.217,0,2,-7.0,0,0,0,0.27367,0.105,0.403,0.201,8.27,0,1
2346,23,14.5,109117.0,8092.42,13.4,0.99,0,3,43.0,0,1,1,0.45676,0.078,2.027,2.447,50.82,1,0
2347,36,1.0,55763.0,2155.83,4.4,0.468,1,2,6.0,0,1,0,0.31411,0.105,1.114,0.678,21.21,1,0
2348,26,20.3,62105.0,761.89,2.8,0.401,2,1,12.0,0,1,0,0.27406,0.075,0.891,0.52,20.16,0,1
2349,33,11.2,103343.0,5528.31,18.0,0.99,0,2,36.0,0,1,0,0.37345,0.078,1.348,1.045,26.53,0,1
2350,22,4.8,118738.0,7410.35,17.7,0.916,1,3,48.0,0,1,1,0.50428,0.078,2.56,3.129,67.03,1,0
2351,35,7.0,99634.0,3128.56,19.5,0.774,0,1,24.0,0,1,0,0.50939,0.078,1.934,1.645,37.64,1,0
2352,33,17.1,62967.0,6541.04,4.7,0.163,0,1,39.0,1,1,0,0.2441,0.105,0.382,0.017,8.33,0,1
2353,36,27.9,52421.0,2588.63,8.0,0.99,1,2,9.0,0,1,0,0.3632,0.048,1.426,1.34,33.35,1,0
2354,30,44.1,41662.0,12371.73,7.8,0.565,4,4,-10.0,0,1,1,0.39523,0.05,1.588,1.664,47.82,0,1
2355,44,50.9,174925.0,99468.43,12.2,0.573,0,4,30.0,0,0,0,0.29945,0.03,1.927,1.8,50.44,0,1
2356,38,15.8,84765.0,3072.49,3.6,0.371,0,1,7.0,0,0,0,0.21358,0.105,1.471,1.451,33.03,0,1
2357,57,56.1,110753.0,27619.5,2.8,0.801,0,5,18.0,0,1,0,0.20825,0.093,0.727,0.395,14.38,0,1
2358,61,71.7,128305.0,29875.82,9.2,0.586,0,4,5.0,1,1,0,0.30757,0.03,0.679,0.323,14.8,0,1
2359,35,23.7,50758.0,8645.2,5.9,0.501,1,2,15.0,0,0,1,0.41072,0.075,0.824,0.943,18.69,0,1
2360,42,17.1,64915.0,5846.75,14.0,0.863,0,3,40.0,0,1,1,0.53464,0.078,0.664,0.697,17.82,1,0
2361,33,28.4,78868.0,12089.58,3.8,0.292,0,1,17.0,0,1,0,0.2823,0.075,0.445,0.362,13.33,0,1
2362,37,8.8,80616.0,5395.64,13.7,0.99,0,3,13.0,0,1,0,0.49036,0.078,1.21,1.023,29.69,1,0
2363,42,78.4,129720.0,20921.31,9.4,0.761,0,4,67.0,0,0,1,0.18371,0.048,1.077,1.548,38.34,1,0
2364,38,22.0,120913.0,2053.06,4.7,0.355,1,3,8.0,0,0,1,0.42597,0.075,0.984,1.378,32.31,1,0
2365,22,20.7,48880.0,8326.86,5.9,0.586,2,1,-66.0,0,1,0,0.45478,0.075,0.59,0.665,19.92,0,1
2366,30,28.2,83480.0,2122.47,9.0,0.601,1,2,-4.0,0,1,0,0.31858,0.03,1.467,1.28,39.5,1,0
2367,32,30.8,57255.0,3304.66,14.0,0.949,0,2,35.0,0,1,1,0.55352,0.048,1.798,1.992,52.56,0,1
2368,40,56.9,132257.0,23841.25,11.9,0.857,1,4,12.0,0,1,1,0.39029,0.048,0.93,1.33,32.98,0,1
2369,52,73.4,143651.0,37397.33,10.4,0.604,2,5,57.0,0,0,0,0.36757,0.03,1.371,1.402,36.33,0,1
2370,44,23.5,90442.0,28264.97,8.7,0.554,3,2,10.0,0,1,0,0.41693,0.005,0.977,0.703,20.54,0,1
2371,45,52.8,128604.0,33160.74,8.2,0.621,0,4,40.0,0,1,0,0.29756,0.03,1.568,1.342,29.2,0,1
2372,42,69.9,124983.0,9170.64,10.7,0.536,0,4,35.0,0,0,1,0.30467,0.03,1.61,1.821,40.55,1,0
2373,46,51.5,127983.0,17666.95,7.5,0.451,1,5,44.0,0,0,0,0.31525,0.075,1.054,0.54,19.05,0,1
2374,22,25.9,56778.0,5336.47,18.0,0.915,0,2,14.0,0,1,0,0.54601,0.048,1.747,1.564,37.56,1,0
2375,48,66.2,163690.0,33993.95,12.0,0.698,1,4,38.0,0,1,1,0.35092,0.03,1.66,1.891,43.66,1,0
2376,30,5.5,81998.0,12935.47,14.7,0.9,1,2,68.0,0,1,0,0.46199,0.078,1.727,1.532,42.23,0,1
2377,33,21.1,66356.0,5599.42,8.9,0.423,1,1,30.0,0,0,1,0.32724,0.03,2.128,2.422,56.32,1,0
2378,50,24.4,70661.0,14643.79,12.7,0.491,8,4,-28.0,1,1,0,0.6934,0.005,1.103,0.729,23.11,0,1
2379,24,20.2,72143.0,3907.67,16.7,0.928,1,2,48.0,0,1,1,0.42928,0.048,1.465,1.657,40.25,1,0
2380,48,53.7,98897.0,16344.15,7.8,0.609,0,2,-29.0,0,0,0,0.3012,0.075,2.092,1.665,43.26,0,1
2381,28,17.6,77744.0,1675.75,5.1,0.482,0,1,13.0,0,0,1,0.33822,0.105,0.673,1.354,33.57,0,1
2382,30,22.4,111356.0,8444.11,15.3,0.936,0,3,30.0,0,1,1,0.46119,0.048,1.865,2.572,53.26,0,1
2383,37,16.3,84043.0,3745.31,13.9,0.943,1,2,27.0,0,0,1,0.46392,0.078,2.579,2.636,58.74,1,0
2384,37,16.3,109503.0,1755.72,17.4,0.99,1,3,51.0,0,1,0,0.48405,0.078,2.586,2.075,44.0,0,1
2385,26,14.0,67924.0,6617.26,13.2,0.963,0,3,30.0,0,1,1,0.36281,0.078,1.963,2.057,46.85,1,0
2386,39,11.7,55886.0,7441.08,3.6,0.483,0,1,-5.0,1,0,0,0.28729,0.105,0.23,0.139,13.86,0,1
2387,38,26.0,81468.0,2303.25,3.6,0.238,3,1,17.0,0,1,0,0.33017,0.05,0.085,0.008,11.17,0,1
2388,25,12.5,95436.0,12427.01,12.3,0.99,1,2,16.0,0,0,1,0.47066,0.078,2.443,2.268,48.0,0,1
2389,39,11.1,54550.0,1022.5,6.3,0.397,2,2,4.0,0,1,1,0.4054,0.105,1.224,1.263,28.82,0,1
2390,42,28.2,57297.0,2067.13,15.4,0.909,1,2,15.0,0,1,0,0.46657,0.048,1.478,1.482,37.05,1,0
2391,41,32.2,68142.0,7272.28,12.5,0.45,5,2,-34.0,0,0,1,0.6032,0.005,1.105,0.921,23.2,0,1
2392,39,19.3,49039.0,2357.53,3.8,0.66,2,1,32.0,1,0,0,0.31376,0.075,1.272,0.726,30.59,0,1
2393,54,78.1,219833.0,20740.73,6.9,0.368,0,6,26.0,0,0,1,0.18513,0.075,1.596,1.808,43.21,1,0
2394,19,1.0,93312.0,4908.5,13.6,0.99,1,2,30.0,0,1,1,0.50305,0.078,1.581,1.655,44.81,1,0
2395,41,46.3,58549.0,5673.79,9.1,0.637,0,1,8.0,0,1,1,0.31401,0.03,1.299,1.982,49.79,0,1
2396,28,11.4,44496.0,2375.67,4.6,0.22,3,1,41.0,0,0,1,0.36572,0.08,0.976,1.137,32.56,0,1
2397,25,18.5,61595.0,5392.74,18.0,0.99,0,2,49.0,0,1,0,0.52967,0.048,2.006,1.88,52.27,1,0
2398,44,8.9,65356.0,2915.9,16.2,0.957,0,4,63.0,1,1,1,0.55941,0.078,0.772,1.668,36.17,1,0
2399,27,4.9,72655.0,4200.34,21.7,0.641,1,2,34.0,1,1,1,0.66646,0.06,1.987,1.905,40.94,0,1
2400,33,46.8,97280.0,5258.48,10.2,0.544,1,2,-7.0,0,1,0,0.45676,0.03,0.597,0.653,19.25,0,1
2401,46,53.3,55462.0,3653.88,6.3,0.649,3,3,-8.0,1,1,1,0.43157,0.05,2.064,2.129,44.97,0,1
2402,28,19.3,109477.0,4928.42,1.6,0.618,0,2,16.0,0,0,0,0.36398,0.075,0.334,0.378,18.62,1,0
2403,32,26.0,45734.0,9103.68,5.9,0.385,0,2,28.0,0,1,1,0.39555,0.075,0.761,1.049,27.98,0,1
2404,44,22.7,40330.0,5992.95,1.8,0.139,1,2,-18.0,0,0,0,0.20482,0.075,0.496,0.268,12.35,0,1
2405,35,42.8,93073.0,3721.88,6.1,0.59,1,1,-7.0,0,1,0,0.29696,0.075,1.489,1.181,35.81,0,1
2406,18,1.0,108578.0,2965.61,18.4,0.955,1,2,35.0,0,0,0,0.55864,0.078,2.664,2.305,46.09,1,0
2407,42,35.5,68541.0,6638.89,11.5,0.344,0,1,-26.0,0,1,1,0.35185,0.03,0.981,0.981,28.1,0,1
2408,26,7.3,84242.0,8945.42,13.7,0.938,0,2,48.0,0,1,0,0.33259,0.078,1.544,1.362,38.27,0,1
2409,60,33.7,154012.0,7262.83,10.5,0.689,0,4,38.0,0,1,0,0.28175,0.03,1.708,1.232,34.3,0,1
2410,31,17.7,61219.0,2369.06,5.4,0.394,0,1,11.0,0,1,1,0.28276,0.105,1.722,2.14,51.61,1,0
2411,45,53.2,50735.0,12892.13,7.4,0.499,2,3,-16.0,0,1,1,0.34786,0.075,0.197,0.156,12.81,0,1
2412,47,14.1,30187.0,1431.51,4.1,0.363,1,1,36.0,0,0,1,0.30273,0.105,0.297,0.444,17.98,0,1
2413,43,71.5,109857.0,42137.51,9.3,0.604,1,4,38.0,0,1,1,0.39295,0.03,2.935,3.058,72.42,0,1
2414,37,45.4,117569.0,10221.41,7.2,0.629,2,2,-11.0,0,1,0,0.31702,0.075,1.503,1.467,37.44,0,1
2415,52,61.8,227742.0,12433.82,8.8,0.727,0,4,35.0,0,1,0,0.39874,0.03,0.976,0.885,24.33,0,1
2416,23,17.4,70813.0,4761.74,19.9,0.664,1,2,58.0,0,1,1,0.57786,0.06,3.949,4.265,86.13,1,0
2417,31,1.0,58679.0,3012.4,18.6,0.928,1,1,48.0,0,1,1,0.43182,0.078,2.734,2.453,56.74,1,0
2418,36,22.4,77615.0,10484.58,9.2,0.644,0,3,-24.0,1,1,1,0.3573,0.03,1.486,1.372,30.55,0,1
2419,27,26.9,85563.0,6954.86,16.6,0.919,1,2,77.0,0,1,0,0.42072,0.048,2.755,2.98,76.58,1,0
2420,35,22.7,69389.0,3888.11,3.0,0.385,0,2,19.0,0,0,0,0.20319,0.075,0.46,0.089,12.68,1,0
2421,29,20.4,38415.0,4717.42,14.6,0.99,0,2,22.0,0,1,1,0.47583,0.048,1.469,1.798,45.51,1,0
2422,30,17.6,178275.0,5429.48,11.8,0.99,1,2,9.0,0,1,0,0.4986,0.078,1.687,1.329,28.3,1,0
2423,31,48.3,80102.0,1396.78,5.2,0.39,0,1,23.0,1,0,0,0.28198,0.075,1.297,0.609,16.38,0,1
2424,25,10.8,72046.0,4410.94,17.8,0.891,1,3,69.0,0,1,1,0.50089,0.078,2.391,2.716,60.03,1,0
2425,34,41.3,48596.0,1787.64,4.3,0.515,1,2,19.0,0,1,1,0.27314,0.075,0.828,1.361,35.57,0,1
2426,35,23.6,77023.0,5865.65,2.1,0.571,0,1,22.0,0,1,0,0.26472,0.075,0.946,0.981,21.37,0,1
2427,26,36.3,86877.0,7015.92,16.2,0.81,0,2,56.0,0,1,0,0.49328,0.048,2.078,2.275,51.59,0,1
2428,40,16.3,73814.0,12449.77,12.6,0.475,5,3,-8.0,0,0,1,0.44445,0.035,1.298,1.685,36.5,0,1
2429,25,33.2,81485.0,24366.54,11.4,0.62,3,2,-40.0,1,1,1,0.56403,0.005,1.27,1.637,38.91,0,1
2430,30,17.3,57231.0,2420.87,4.4,0.306,1,1,-3.0,0,0,1,0.31729,0.105,0.613,1.285,32.07,0,1
2431,33,23.7,65762.0,2099.62,10.0,0.216,0,2,25.0,0,1,0,0.27839,0.03,1.237,0.896,23.62,0,1
2432,32,45.7,87600.0,6357.27,16.3,0.5,2,2,3.0,0,1,0,0.47622,0.03,0.627,0.51,18.49,0,1
2433,49,35.5,78993.0,2823.53,7.7,0.636,1,3,-12.0,0,1,1,0.42363,0.075,2.135,1.958,44.88,0,1
2434,49,76.6,149277.0,11886.54,7.3,0.811,2,4,24.0,0,1,0,0.31536,0.093,1.825,1.491,39.49,0,1
2435,39,23.0,104872.0,11979.04,10.9,0.512,2,2,-5.0,1,1,1,0.60359,0.03,1.82,2.484,52.71,0,1
2436,32,12.1,38333.0,1211.39,2.0,0.416,1,1,3.0,0,1,0,0.22333,0.105,0.175,0.403,11.09,0,1
2437,38,31.2,58046.0,3977.88,11.3,0.607,1,3,-10.0,1,1,0,0.49064,0.03,1.01,1.032,37.64,0,1
2438,29,30.5,72518.0,7488.16,9.3,0.519,2,3,-5.0,0,1,1,0.40084,0.03,1.221,1.394,40.51,0,1
2439,48,59.8,113317.0,24478.32,9.0,0.56,0,5,19.0,0,1,0,0.29245,0.03,2.127,1.153,28.64,1,0
2440,28,10.5,53017.0,5334.99,2.9,0.467,2,1,25.0,0,0,1,0.35741,0.105,0.169,0.606,22.57,1,0
2441,33,36.4,83532.0,3120.25,2.4,0.298,0,2,7.0,0,0,1,0.19787,0.075,1.912,2.01,48.7,0,1
2442,18,11.6,73004.0,2678.01,10.6,0.816,0,1,53.0,0,1,1,0.41394,0.078,2.158,2.148,46.18,1,0
2443,21,33.1,46379.0,8462.45,20.0,0.878,0,2,45.0,1,1,1,0.62028,0.048,2.155,2.481,58.57,1,0
2444,48,31.2,64223.0,12847.59,11.5,0.625,3,3,21.0,0,1,1,0.44379,0.005,1.403,1.588,35.48,1,0
2445,55,69.8,140182.0,12789.14,9.8,0.473,2,4,44.0,0,1,0,0.29265,0.03,1.049,1.331,27.85,0,1
2446,47,37.7,72776.0,9425.46,9.9,0.576,3,2,-0.0,0,0,1,0.51224,0.005,0.758,0.842,21.58,0,1
2447,39,6.1,88311.0,2827.17,9.8,0.758,0,1,51.0,0,1,0,0.39814,0.078,0.176,0.342,19.92,0,1
2448,54,66.4,156858.0,19762.8,6.0,0.565,0,4,74.0,0,1,0,0.16007,0.075,1.759,1.935,56.04,0,1
2449,35,54.1,69351.0,26967.33,8.3,0.677,1,3,-9.0,0,1,0,0.3776,0.03,1.482,0.86,20.56,0,1
2450,31,34.0,52172.0,8673.03,6.1,0.582,2,2,-5.0,0,1,0,0.4087,0.075,1.307,1.385,37.52,0,1
2451,46,41.8,63915.0,6945.14,4.4,0.774,2,2,-6.0,0,1,0,0.36329,0.093,1.332,1.348,35.46,0,1
2452,35,30.3,49868.0,3170.31,1.9,0.422,1,1,-27.0,0,0,0,0.3596,0.075,0.543,0.14,7.41,0,1
2453,55,34.7,66666.0,14121.49,9.1,0.696,1,3,-6.0,0,1,0,0.30222,0.03,1.201,1.084,28.31,0,1
2454,32,24.2,71105.0,1901.36,4.6,0.517,0,2,29.0,0,1,0,0.1801,0.075,0.77,0.744,18.64,0,1
2455,52,37.6,80300.0,5665.47,11.5,0.589,1,2,2.0,0,1,0,0.44174,0.03,0.687,0.623,16.28,0,1
2456,37,40.2,89940.0,12259.22,14.6,0.445,4,3,21.0,0,0,1,0.4563,0.005,0.69,0.818,29.26,1,0
2457,47,14.8,64908.0,2985.56,10.9,0.578,1,2,7.0,0,0,0,0.3975,0.06,0.832,0.679,21.22,0,1
2458,41,19.0,114205.0,8568.38,15.5,0.841,0,3,54.0,0,1,0,0.34967,0.048,2.068,1.685,43.03,1,0
2459,22,13.8,91140.0,1585.2,20.9,0.837,0,2,61.0,0,1,1,0.52135,0.078,2.717,3.431,69.95,1,0
2460,35,26.3,74215.0,6818.87,4.7,0.607,4,2,-1.0,0,1,0,0.45612,0.05,0.924,0.848,29.46,0,1
2461,28,37.6,69438.0,1061.17,0.0,0.271,0,3,5.0,1,0,1,0.23014,0.075,0.11,0.298,12.35,0,1
2462,29,22.2,59992.0,4026.42,6.6,0.494,3,2,-10.0,0,0,0,0.35409,0.05,1.146,1.148,34.78,0,1
2463,34,1.0,43007.0,10460.03,18.2,0.789,0,2,-1.0,0,1,1,0.49522,0.078,2.32,2.851,59.05,0,1
2464,37,40.5,61121.0,15773.62,9.5,0.562,3,4,22.0,0,1,0,0.43165,0.005,1.732,1.537,38.93,0,1
2465,29,1.0,92995.0,9510.88,13.0,0.816,0,3,40.0,0,1,0,0.3802,0.078,2.139,2.332,54.72,1,0
2466,39,1.0,60292.0,1169.73,2.5,0.353,1,1,-10.0,0,1,0,0.28095,0.105,0.263,0.12,10.58,0,1
2467,22,32.9,56860.0,1515.02,1.1,0.445,0,1,3.0,0,1,0,0.22977,0.075,0.659,0.571,19.15,0,1
2468,47,32.9,57268.0,9977.76,5.6,0.541,5,1,25.0,0,1,0,0.48501,0.05,1.877,1.123,24.79,0,1
2469,36,36.7,42461.0,12735.56,13.2,0.591,2,4,-7.0,1,1,1,0.53172,0.03,1.01,1.251,31.78,0,1
2470,53,56.7,202748.0,19030.67,7.6,0.517,0,3,39.0,0,1,1,0.30335,0.075,1.193,0.976,28.09,0,1
2471,53,45.4,130467.0,21964.71,12.8,0.549,0,5,74.0,0,0,0,0.2896,0.03,0.636,0.598,17.43,0,1
2472,45,7.8,52539.0,1437.98,2.1,0.654,3,1,26.0,0,1,0,0.42731,0.08,0.528,0.46,14.35,0,1
2473,34,18.7,49215.0,8815.15,5.8,0.353,0,4,5.0,0,0,0,0.22745,0.075,0.392,0.153,9.42,0,1
2474,34,46.7,193635.0,23500.33,8.6,0.408,1,3,2.0,0,1,0,0.3371,0.03,0.552,0.885,24.5,0,1
2475,49,65.7,175076.0,32657.54,10.4,0.678,0,4,46.0,0,1,0,0.29936,0.03,1.447,1.304,30.46,0,1
2476,30,10.5,58532.0,4751.43,16.7,0.822,0,3,31.0,0,1,0,0.57918,0.078,2.618,1.76,45.81,1,0
2477,22,18.2,104080.0,9232.51,18.7,0.927,1,2,57.0,0,0,1,0.46126,0.048,0.92,1.269,35.83,0,1
2478,30,17.9,73081.0,2422.92,17.5,0.89,1,3,43.0,1,1,1,0.47926,0.078,2.076,1.654,46.86,0,1
2479,46,66.6,117027.0,68381.71,5.1,0.7,0,4,42.0,0,0,0,0.20776,0.075,1.119,0.799,25.99,1,0
2480,26,28.0,54503.0,1306.62,6.5,0.419,1,2,27.0,0,1,0,0.26982,0.075,0.848,0.634,18.4,0,1
2481,54,57.9,111694.0,68268.88,7.7,0.615,0,5,1.0,0,0,0,0.30765,0.075,2.06,1.462,39.85,0,1
2482,25,18.2,53202.0,1475.7,13.9,0.99,0,2,46.0,0,1,0,0.35203,0.048,2.215,2.296,55.88,1,0
2483,26,18.8,93718.0,4204.34,17.9,0.656,0,3,44.0,0,1,1,0.43868,0.03,3.131,3.284,69.26,1,0
2484,46,32.9,130017.0,92044.31,10.5,0.494,0,4,39.0,0,1,1,0.30323,0.03,1.648,1.895,43.11,0,1
2485,44,29.8,69699.0,4720.09,3.2,0.339,0,3,20.0,0,1,0,0.26674,0.075,0.882,0.543,16.44,0,1
2486,49,63.8,149127.0,42078.77,7.1,0.454,0,3,37.0,0,1,0,0.26039,0.075,0.874,0.767,22.19,0,1
2487,36,28.8,68419.0,1517.62,0.8,0.377,0,1,-2.0,0,1,1,0.25997,0.075,0.847,1.381,32.13,0,1
2488,32,6.6,33958.0,1860.77,0.0,0.366,2,1,-11.0,0,1,0,0.33089,0.105,0.192,0.182,17.21,0,1
2489,32,12.2,60142.0,10782.61,15.3,0.99,0,1,14.0,0,0,1,0.53398,0.078,1.361,1.886,45.39,1,0
2490,47,17.9,83965.0,10874.95,11.1,0.58,3,3,-6.0,1,0,1,0.46132,0.035,1.663,1.813,41.08,0,1
2491,40,30.9,41818.0,5350.95,3.0,0.407,0,1,20.0,0,1,0,0.18114,0.075,1.298,0.98,20.33,1,0
2492,54,45.1,152625.0,33572.32,11.9,0.598,0,3,28.0,0,1,0,0.32384,0.03,1.863,1.483,36.19,1,0
2493,33,4.9,52208.0,3746.99,15.4,0.784,0,2,60.0,0,1,0,0.41551,0.078,2.084,2.461,57.73,1,0
2494,25,28.4,59263.0,4937.91,4.0,0.528,1,1,8.0,0,0,1,0.25369,0.075,0.902,0.494,13.97,1,0
2495,29,14.4,91125.0,3550.87,3.7,0.563,1,2,8.0,0,1,0,0.34182,0.105,0.981,0.529,16.93,0,1
